CR|ATM|SUCURSAL |DIVISION|ZONA|CAS_1|CAS_2|CAS_3|CAS_4|PIEZAS_CAS_1|PIEZAS_CAS_2|PIEZAS_CAS_3|PIEZAS_CAS_4|MINIMO
0004|A023|NAUCALPAN PERIFERICO|METRO NORTE|INTERLOMAS 2|100|200|200|500|645|333|607|1885|450000
0004|A024|NAUCALPAN PERIFERICO|METRO NORTE|INTERLOMAS 2|100|200|200|500|12|515|749|372|450000
0004|D015|NAUCALPAN PERIFERICO|METRO NORTE|INTERLOMAS 2|20|100|200|500|459|992|1282|1194|516000
0004|D016|NAUCALPAN PERIFERICO|METRO NORTE|INTERLOMAS 2|20|100|200|500|539|431|734|1250|510000
0007|0181|D.F. CHURUBUSCO|METRO SUR|BENITO JUAREZ 1|100|200|500|500|1717|1794|721|504|585000
0007|0182|D.F. CHURUBUSCO|METRO SUR|BENITO JUAREZ 1|100|200|500|500|955|1068|0|1023|585000
0007|1116|D.F. CHURUBUSCO|METRO SUR|BENITO JUAREZ 1|100|200|500|500|1673|1647|1036|418|585000
0007|8572|D.F. CHURUBUSCO|METRO SUR|BENITO JUAREZ 1|20|100|500|0|535|717|1197|0|510000
0007|9947|D.F. CHURUBUSCO|METRO SUR|BENITO JUAREZ 1|20|100|500|0|407|667|1093|0|510000
0007|B364|D.F. CHURUBUSCO|METRO SUR|BENITO JUAREZ 1|20|100|200|500|447|1164|1211|560|369000
0008|0347|D.F. MERCED|METRO SUR|CENTRO 2|100|200|200|500|848|880|218|1106|513000
0008|7062|D.F. MERCED|METRO SUR|CENTRO 2|100|200|200|500|1076|1114|271|372|450000
0008|7066|D.F. MERCED|METRO SUR|CENTRO 2|50|100|200|500|443|1465|1107|423|407000
0008|0400|D.F. MERCED|METRO SUR|CENTRO 2|20|100|200|500|652|481|452|654|510000
0008|0416|D.F. MERCED|METRO SUR|CENTRO 2|20|100|200|500|725|663|683|586|510000
0009|3733|LAS TORRES|METRO NORTE|VALLEJO 1|100|200|200|500|1107|749|300|1122|516000
0009|3734|LAS TORRES|METRO NORTE|VALLEJO 1|100|200|200|500|941|980|500|635|513000
0009|3735|LAS TORRES|METRO NORTE|VALLEJO 1|100|200|200|500|1455|1475|500|1359|515000
0009|0888|LAS TORRES|METRO NORTE|VALLEJO 1|20|100|200|500|489|368|438|424|369000
0009|3962|LAS TORRES|METRO NORTE|VALLEJO 1|20|100|200|500|461|732|871|121|513000
0009|3963|LAS TORRES|METRO NORTE|VALLEJO 1|20|100|200|500|667|1069|1180|815|516000
0009|9915|LAS TORRES|METRO NORTE|VALLEJO 1|20|100|200|500|626|1216|1443|1632|510000
0011|3822|GUSTAVO BAZ|METRO NORTE|SATELITE 2|100|200|200|500|1213|490|200|1237|450000
0011|3823|GUSTAVO BAZ|METRO NORTE|SATELITE 2|100|200|200|500|821|515|277|792|450000
0011|3477|GUSTAVO BAZ|METRO NORTE|SATELITE 2|20|100|200|500|1289|780|691|365|513000
0011|5857|GUSTAVO BAZ|METRO NORTE|SATELITE 2|20|100|200|500|1459|1063|1157|664|515000
0012|1876|TECAMACHALCO|METRO NORTE|INTERLOMAS 2|100|200|500|500|1952|794|294|220|513000
0012|2036|TECAMACHALCO|METRO NORTE|INTERLOMAS 2|100|200|500|500|1232|1329|5|173|383000
0012|2084|TECAMACHALCO|METRO NORTE|INTERLOMAS 2|100|200|500|500|1772|1150|1007|4|383000
0012|3018|TECAMACHALCO|METRO NORTE|INTERLOMAS 2|20|100|200|500|1632|322|782|1034|510000
0012|D112|TECAMACHALCO|METRO NORTE|INTERLOMAS 2|20|100|200|500|1300|491|493|774|510000
0012|D113|TECAMACHALCO|METRO NORTE|INTERLOMAS 2|20|100|200|500|1267|653|645|920|510000
0017|0706|HEGEL|METRO NORTE|POLANCO 1|100|200|500|500|933|1039|182|1353|585000
0017|6421|HEGEL|METRO NORTE|POLANCO 1|100|200|500|500|10|202|6|981|585000
0017|0015|HEGEL|METRO NORTE|POLANCO 1|20|100|200|500|865|1145|1496|1783|510000
0017|0341|HEGEL|METRO NORTE|POLANCO 1|20|100|200|500|916|555|602|877|510000
0017|5815|HEGEL|METRO NORTE|POLANCO 1|20|100|200|500|844|1022|1267|1907|510000
0017|A828|HEGEL|METRO NORTE|POLANCO 1|20|100|200|500|826|750|1012|1012|510000
0018|A821|NIZA|METRO NORTE|REFORMA 2|100|200|200|500|720|618|700|6|450000
0018|A822|NIZA|METRO NORTE|REFORMA 2|100|200|200|500|485|9|844|9|450000
0018|A823|NIZA|METRO NORTE|REFORMA 2|100|200|200|500|330|0|309|3|450000
0018|9922|NIZA|METRO NORTE|REFORMA 2|20|100|200|500|904|494|559|734|510000
0018|D358|NIZA|METRO NORTE|REFORMA 2|20|100|200|500|740|361|443|1253|510000
0018|D359|NIZA|METRO NORTE|REFORMA 2|20|100|200|500|1000|818|1327|535|510000
0018|D361|NIZA|METRO NORTE|REFORMA 2|20|100|200|500|733|827|1103|1226|510000
0019|2844|SAN COSME|METRO NORTE|REFORMA 1|100|200|500|500|806|899|49|517|585000
0019|2845|SAN COSME|METRO NORTE|REFORMA 1|100|200|500|500|1222|1248|1023|37|585000
0019|6673|SAN COSME|METRO NORTE|REFORMA 1|100|200|200|500|876|397|205|531|450000
0019|8119|SAN COSME|METRO NORTE|REFORMA 1|100|200|200|500|1315|1242|400|1038|450000
0019|8200|SAN COSME|METRO NORTE|REFORMA 1|100|200|200|500|758|255|600|451|450000
0019|8295|SAN COSME|METRO NORTE|REFORMA 1|100|200|200|500|1220|498|329|2012|512000
0019|A180|SAN COSME|METRO NORTE|REFORMA 1|100|200|200|500|733|482|109|684|450000
0019|4805|SAN COSME|METRO NORTE|REFORMA 1|20|100|200|500|738|720|825|649|510000
0019|9520|SAN COSME|METRO NORTE|REFORMA 1|20|100|200|500|1535|705|783|738|510000
0019|9525|SAN COSME|METRO NORTE|REFORMA 1|20|100|200|500|1413|938|865|783|510000
0019|C679|SAN COSME|METRO NORTE|REFORMA 1|20|100|200|500|1113|1345|1121|1178|510000
0019|D139|SAN COSME|METRO NORTE|REFORMA 1|20|100|200|500|1356|923|870|728|510000
0019|D140|SAN COSME|METRO NORTE|REFORMA 1|20|100|200|500|1293|960|983|605|510000
0019|D141|SAN COSME|METRO NORTE|REFORMA 1|20|100|200|500|635|626|635|679|510000
0020|4894|NONOALCO|METRO NORTE|AZCAPOTZALCO 1|100|200|200|500|678|1474|387|1606|450000
0020|4895|NONOALCO|METRO NORTE|AZCAPOTZALCO 1|100|200|200|500|1030|1411|243|1501|450000
0020|8629|NONOALCO|METRO NORTE|AZCAPOTZALCO 1|100|200|200|500|1001|714|301|402|450000
0020|1960|NONOALCO|METRO NORTE|AZCAPOTZALCO 1|20|100|200|500|412|760|749|779|510000
0020|2475|NONOALCO|METRO NORTE|AZCAPOTZALCO 1|20|100|200|500|667|1236|1238|1098|510000
0020|5550|NONOALCO|METRO NORTE|AZCAPOTZALCO 1|20|100|200|500|655|719|876|768|510000
0020|A510|NONOALCO|METRO NORTE|AZCAPOTZALCO 1|20|100|200|500|567|717|1004|1000|513000
0021|3781|D.F. REVOLUCION BARRANCA|METRO SUR|INSURGENTES 1|100|200|200|500|537|472|200|171|450000
0021|3782|D.F. REVOLUCION BARRANCA|METRO SUR|INSURGENTES 1|100|200|200|500|688|788|200|601|515000
0021|3945|D.F. REVOLUCION BARRANCA|METRO SUR|INSURGENTES 1|20|100|200|500|1310|537|690|698|510000
0021|8587|D.F. REVOLUCION BARRANCA|METRO SUR|INSURGENTES 1|20|100|200|500|884|580|696|863|510000
0021|E968|D.F. REVOLUCION BARRANCA|METRO SUR|INSURGENTES 1|20|100|200|500|1118|1414|1292|1948|513000
0025|B021|D.F. CAMARA DE DIPUTADOS|METRO SUR|CENTRO 1|100|200|200|500|763|687|200|474|513000
0025|E211|D.F. CAMARA DE DIPUTADOS|METRO SUR|CENTRO 1|20|100|200|500|583|1012|892|737|510000
0027|4041|TACUBA|METRO NORTE|REFORMA 1|100|200|500|500|504|617|501|209|585000
0027|4390|TACUBA|METRO NORTE|REFORMA 1|100|200|500|500|543|579|0|980|585000
0027|4423|TACUBA|METRO NORTE|REFORMA 1|100|200|500|500|470|617|0|1077|510000
0027|4430|TACUBA|METRO NORTE|REFORMA 1|100|200|500|500|371|495|270|713|510000
0027|8785|TACUBA|METRO NORTE|REFORMA 1|100|200|500|500|772|794|1391|139|585000
0027|9284|TACUBA|METRO NORTE|REFORMA 1|20|100|200|500|1058|862|927|752|510000
0027|9287|TACUBA|METRO NORTE|REFORMA 1|20|100|200|500|1079|913|953|807|510000
0027|9293|TACUBA|METRO NORTE|REFORMA 1|20|100|200|500|1043|1033|1045|1011|510000
0027|9957|TACUBA|METRO NORTE|REFORMA 1|20|100|200|500|433|471|489|737|510000
0028|0179|D.F. XOLA|METRO SUR|VIADUCTO 2|100|200|500|500|1112|1379|1429|1000|585000
0028|0543|D.F. XOLA|METRO SUR|VIADUCTO 2|100|200|500|500|1157|1250|993|1500|585000
0028|2309|D.F. XOLA|METRO SUR|VIADUCTO 2|20|100|200|500|469|780|874|1106|519000
0028|2733|D.F. XOLA|METRO SUR|VIADUCTO 2|20|100|200|500|529|412|512|148|369000
0028|7083|D.F. XOLA|METRO SUR|VIADUCTO 2|20|100|200|500|337|283|409|338|512000
0028|8713|D.F. XOLA|METRO SUR|VIADUCTO 2|20|100|200|500|561|626|686|692|515000
0030|1689|WALTER C. BUCHANAN|METRO NORTE|INTERLOMAS 2|100|200|200|500|1253|1293|1600|504|450000
0030|1776|WALTER C. BUCHANAN|METRO NORTE|INTERLOMAS 2|100|200|200|500|1358|1195|1800|930|512000
0030|A540|WALTER C. BUCHANAN|METRO NORTE|INTERLOMAS 2|20|100|200|500|1725|1145|1207|128|516000
0030|D110|WALTER C. BUCHANAN|METRO NORTE|INTERLOMAS 2|20|100|200|500|1604|1171|1227|221|369000
0030|D111|WALTER C. BUCHANAN|METRO NORTE|INTERLOMAS 2|20|100|200|500|1738|1453|1464|790|512000
0031|4320|MONTES URALES|METRO SUR|LOMAS 1|100|200|500|500|954|936|8|395|585000
0031|4326|MONTES URALES|METRO SUR|LOMAS 1|100|200|500|500|284|867|18|500|585000
0031|4546|MONTES URALES|METRO SUR|LOMAS 1|100|200|500|500|304|418|0|64|585000
0031|3067|MONTES URALES|METRO SUR|LOMAS 1|20|100|200|500|993|668|752|802|510000
0031|3074|MONTES URALES|METRO SUR|LOMAS 1|20|100|200|500|571|638|612|425|510000
0031|4604|MONTES URALES|METRO SUR|LOMAS 1|20|100|200|500|1218|932|744|582|510000
0031|4728|MONTES URALES|METRO SUR|LOMAS 1|20|100|200|500|465|471|657|559|510000
0032|9903|PALMAS|METRO SUR|LOMAS 2|100|200|200|500|721|736|200|756|519000
0032|9913|PALMAS|METRO SUR|LOMAS 2|100|200|200|500|563|617|200|294|450000
0032|4144|PALMAS|METRO SUR|LOMAS 2|20|100|200|500|415|777|792|1155|510000
0032|4591|PALMAS|METRO SUR|LOMAS 2|20|100|200|500|298|550|564|519|510000
0032|4973|PALMAS|METRO SUR|LOMAS 2|20|100|200|500|328|805|805|947|513000
0032|A846|PALMAS|METRO SUR|LOMAS 2|20|100|200|500|463|839|844|1588|510000
0033|4068|D.F. PEDREGAL|METRO SUR|SAN ANGEL 1|50|100|200|500|1478|975|379|1625|390000
0033|4075|D.F. PEDREGAL|METRO SUR|SAN ANGEL 1|100|100|200|500|680|189|490|1929|405000
0033|6077|D.F. PEDREGAL|METRO SUR|SAN ANGEL 1|20|100|200|500|519|626|575|2048|510000
0033|6078|D.F. PEDREGAL|METRO SUR|SAN ANGEL 1|20|100|200|500|466|426|387|1476|510000
0033|E984|D.F. PEDREGAL|METRO SUR|SAN ANGEL 1|20|100|200|500|277|284|308|370|513000
0034|A274|D.F. PLUTARCO|METRO SUR|BENITO JUAREZ 2|100|200|200|500|796|1107|419|280|450000
0034|A275|D.F. PLUTARCO|METRO SUR|BENITO JUAREZ 2|100|200|200|500|1347|1061|125|802|542000
0034|3028|D.F. PLUTARCO|METRO SUR|BENITO JUAREZ 2|20|100|200|500|726|992|814|816|515000
0034|D034|D.F. PLUTARCO|METRO SUR|BENITO JUAREZ 2|20|100|200|500|1027|617|713|609|369000
0034|D035|D.F. PLUTARCO|METRO SUR|BENITO JUAREZ 2|20|100|200|500|977|923|1050|1260|510000
0036|3131|FLORENCIA|METRO NORTE|REFORMA 2|50|100|200|500|300|834|328|332|510000
0036|3132|FLORENCIA|METRO NORTE|REFORMA 2|100|200|500|500|584|619|655|222|585000
0036|3133|FLORENCIA|METRO NORTE|REFORMA 2|100|200|500|500|1759|1631|1193|231|585000
0036|3134|FLORENCIA|METRO NORTE|REFORMA 2|100|200|500|500|1071|1046|595|287|585000
0036|6439|FLORENCIA|METRO NORTE|REFORMA 2|20|100|200|500|789|502|550|728|510000
0036|6440|FLORENCIA|METRO NORTE|REFORMA 2|20|100|200|500|578|729|454|899|510000
0036|6441|FLORENCIA|METRO NORTE|REFORMA 2|20|100|200|500|525|528|541|507|510000
0036|6442|FLORENCIA|METRO NORTE|REFORMA 2|20|100|200|500|925|585|445|495|510000
0037|1106|D.F. INSURGENTES MIXCOAC|METRO SUR|DEL VALLE 2|50|100|200|500|908|940|1166|198|513000
0037|5334|D.F. INSURGENTES MIXCOAC|METRO SUR|DEL VALLE 2|100|200|200|500|558|922|400|355|518000
0037|5901|D.F. INSURGENTES MIXCOAC|METRO SUR|DEL VALLE 2|20|100|500|0|1078|357|893|0|510000
0037|6574|D.F. INSURGENTES MIXCOAC|METRO SUR|DEL VALLE 2|20|100|500|0|937|1414|1524|0|510000
0037|6782|D.F. INSURGENTES MIXCOAC|METRO SUR|DEL VALLE 2|20|100|200|500|617|1006|1299|1595|510000
0039|4086|D.F. JARDIN BALBUENA|METRO SUR|VENUSTIANO CARRANZA 2|200|200|500|500|1129|1703|848|1084|630000
0039|4088|D.F. JARDIN BALBUENA|METRO SUR|VENUSTIANO CARRANZA 2|100|200|500|500|1411|1386|776|1792|585000
0039|4094|D.F. JARDIN BALBUENA|METRO SUR|VENUSTIANO CARRANZA 2|100|200|500|500|1234|1351|817|1381|585000
0039|2688|D.F. JARDIN BALBUENA|METRO SUR|VENUSTIANO CARRANZA 2|20|100|200|500|862|1465|1550|1090|513000
0039|5943|D.F. JARDIN BALBUENA|METRO SUR|VENUSTIANO CARRANZA 2|20|100|200|500|646|1284|1407|538|513000
0039|7281|D.F. JARDIN BALBUENA|METRO SUR|VENUSTIANO CARRANZA 2|20|100|200|500|450|1207|1372|786|516000
0039|7383|D.F. JARDIN BALBUENA|METRO SUR|VENUSTIANO CARRANZA 2|20|100|200|500|522|1274|1229|240|519000
0043|0555|PLAZA ORIENTE|METRO SUR|IZTAPALAPA 2|100|200|500|500|1759|1258|313|1419|585000
0043|1418|PLAZA ORIENTE|METRO SUR|IZTAPALAPA 2|100|200|500|500|1742|1692|157|1629|693000
0043|1421|PLAZA ORIENTE|METRO SUR|IZTAPALAPA 2|100|200|500|500|1362|1409|1191|1424|585000
0043|1672|PLAZA ORIENTE|METRO SUR|IZTAPALAPA 2|100|200|500|500|1459|1574|83|1677|755000
0043|3505|PLAZA ORIENTE|METRO SUR|IZTAPALAPA 2|20|100|500|0|454|274|1065|0|510000
0043|4710|PLAZA ORIENTE|METRO SUR|IZTAPALAPA 2|20|100|200|500|2357|1182|1598|665|377000
0043|6824|PLAZA ORIENTE|METRO SUR|IZTAPALAPA 2|20|100|200|500|795|747|1435|51|519000
0043|7003|PLAZA ORIENTE|METRO SUR|IZTAPALAPA 2|20|100|200|500|1111|1487|1551|799|369000
0043|7018|PLAZA ORIENTE|METRO SUR|IZTAPALAPA 2|20|100|200|500|620|1406|1337|843|369000
0043|7019|PLAZA ORIENTE|METRO SUR|IZTAPALAPA 2|20|100|200|500|716|1166|1355|653|369000
0043|7020|PLAZA ORIENTE|METRO SUR|IZTAPALAPA 2|20|100|200|500|783|1031|866|1144|369000
0048|0161|D.F. BOSQUES DE LAS LOMAS|METRO SUR|LOMAS 1|50|200|200|500|15|236|1274|51|428000
0048|0335|D.F. BOSQUES DE LAS LOMAS|METRO SUR|LOMAS 1|100|200|200|500|216|582|1264|0|450000
0048|D096|D.F. BOSQUES DE LAS LOMAS|METRO SUR|LOMAS 1|20|100|200|500|1188|1096|652|631|510000
0048|D097|D.F. BOSQUES DE LAS LOMAS|METRO SUR|LOMAS 1|20|100|200|500|128|299|332|937|510000
0048|D689|D.F. BOSQUES DE LAS LOMAS|METRO SUR|LOMAS 1|20|100|200|500|235|180|356|483|510000
0050|0018|D.F. VILLA COAPA|METRO SUR|COAPA 1|100|200|500|500|925|1051|228|1300|585000
0050|7005|D.F. VILLA COAPA|METRO SUR|COAPA 1|100|200|500|500|861|991|6|959|585000
0050|7014|D.F. VILLA COAPA|METRO SUR|COAPA 1|100|200|500|500|1101|1150|0|1490|587000
0050|7787|D.F. VILLA COAPA|METRO SUR|COAPA 1|100|200|500|500|956|1034|0|1147|585000
0050|3399|D.F. VILLA COAPA|METRO SUR|COAPA 1|20|100|200|500|1204|1008|987|696|512000
0050|4150|D.F. VILLA COAPA|METRO SUR|COAPA 1|20|100|200|500|994|872|930|772|510000
0050|7051|D.F. VILLA COAPA|METRO SUR|COAPA 1|20|100|200|500|401|792|752|474|510000
0050|7055|D.F. VILLA COAPA|METRO SUR|COAPA 1|20|100|200|500|934|834|898|657|510000
0053|B023|CUAUTITLAN GLORIETA|METRO NORTE|CUAUTITLAN 1|100|200|200|500|1363|1496|50|1672|482000
0053|B024|CUAUTITLAN GLORIETA|METRO NORTE|CUAUTITLAN 1|100|200|200|500|1431|1351|255|45|450000
0053|B025|CUAUTITLAN GLORIETA|METRO NORTE|CUAUTITLAN 1|100|200|200|500|1724|1236|202|1312|515000
0053|E212|CUAUTITLAN GLORIETA|METRO NORTE|CUAUTITLAN 1|20|100|200|500|1353|0|229|18|369000
0053|E213|CUAUTITLAN GLORIETA|METRO NORTE|CUAUTITLAN 1|20|100|200|500|1299|398|712|903|375000
0057|8183|LA VILLA|METRO NORTE|GAM 2|100|200|500|500|986|1045|5|707|585000
0057|8187|LA VILLA|METRO NORTE|GAM 2|100|200|500|500|669|865|1|287|585000
0057|8188|LA VILLA|METRO NORTE|GAM 2|100|200|500|500|1136|1163|379|1135|585000
0057|8202|LA VILLA|METRO NORTE|GAM 2|100|200|500|500|1063|1196|1368|1333|585000
0057|6268|LA VILLA|METRO NORTE|GAM 2|20|100|200|500|509|940|1104|913|513000
0057|6270|LA VILLA|METRO NORTE|GAM 2|20|100|200|500|783|869|987|221|518000
0057|6271|LA VILLA|METRO NORTE|GAM 2|20|100|200|500|576|824|905|347|518000
0057|6272|LA VILLA|METRO NORTE|GAM 2|20|100|200|500|606|528|1097|675|369000
0058|B750|GLORIETA CAMARONES|METRO NORTE|AZCAPOTZALCO 1|100|200|500|500|1639|1120|1175|1416|585000
0058|B751|GLORIETA CAMARONES|METRO NORTE|AZCAPOTZALCO 1|100|200|500|500|1604|997|1063|1370|585000
0058|B752|GLORIETA CAMARONES|METRO NORTE|AZCAPOTZALCO 1|100|200|500|500|1726|627|1242|1576|585000
0058|B753|GLORIETA CAMARONES|METRO NORTE|AZCAPOTZALCO 1|50|200|500|500|1823|696|1419|1326|563000
0058|B754|GLORIETA CAMARONES|METRO NORTE|AZCAPOTZALCO 1|100|200|500|500|1154|1164|650|1464|585000
0058|D878|GLORIETA CAMARONES|METRO NORTE|AZCAPOTZALCO 1|20|100|200|500|865|842|662|1434|510000
0058|D879|GLORIETA CAMARONES|METRO NORTE|AZCAPOTZALCO 1|20|100|200|500|747|660|798|728|510000
0058|D880|GLORIETA CAMARONES|METRO NORTE|AZCAPOTZALCO 1|20|100|200|500|990|823|595|1758|516000
0058|D881|GLORIETA CAMARONES|METRO NORTE|AZCAPOTZALCO 1|20|100|200|500|720|603|839|1121|513000
0058|D882|GLORIETA CAMARONES|METRO NORTE|AZCAPOTZALCO 1|20|100|200|500|486|652|843|1168|510000
0058|D883|GLORIETA CAMARONES|METRO NORTE|AZCAPOTZALCO 1|20|100|200|500|496|590|640|953|510000
0061|C581|D.F. MATIAS ROMERO|METRO SUR|DEL VALLE 1|100|200|200|500|905|1168|520|610|450000
0061|C582|D.F. MATIAS ROMERO|METRO SUR|DEL VALLE 1|100|200|200|500|646|1403|739|599|519000
0061|C583|D.F. MATIAS ROMERO|METRO SUR|DEL VALLE 1|100|200|200|500|983|1519|380|501|513000
0061|C584|D.F. MATIAS ROMERO|METRO SUR|DEL VALLE 1|100|200|200|500|596|150|605|428|450000
0061|3398|D.F. MATIAS ROMERO|METRO SUR|DEL VALLE 1|20|100|200|500|1304|434|533|526|510000
0061|4288|D.F. MATIAS ROMERO|METRO SUR|DEL VALLE 1|20|100|200|500|739|502|684|731|510000
0061|E293|D.F. MATIAS ROMERO|METRO SUR|DEL VALLE 1|20|100|200|500|1271|1257|1251|766|510000
0061|E294|D.F. MATIAS ROMERO|METRO SUR|DEL VALLE 1|20|100|200|500|1349|920|1193|1047|510000
0061|E295|D.F. MATIAS ROMERO|METRO SUR|DEL VALLE 1|20|100|200|500|1527|717|775|1390|510000
0064|4387|D.F. MOCTEZUMA|METRO SUR|VENUSTIANO CARRANZA 1|50|100|200|500|1066|1365|931|1243|512000
0064|4388|D.F. MOCTEZUMA|METRO SUR|VENUSTIANO CARRANZA 1|100|200|500|500|797|1134|843|328|585000
0064|B028|D.F. MOCTEZUMA|METRO SUR|VENUSTIANO CARRANZA 1|100|200|500|500|541|383|2|498|585000
0064|B029|D.F. MOCTEZUMA|METRO SUR|VENUSTIANO CARRANZA 1|100|200|500|500|517|749|345|1015|585000
0064|3115|D.F. MOCTEZUMA|METRO SUR|VENUSTIANO CARRANZA 1|20|100|200|500|1214|676|913|856|513000
0064|6906|D.F. MOCTEZUMA|METRO SUR|VENUSTIANO CARRANZA 1|20|100|200|500|969|692|1183|1279|516000
0064|E214|D.F. MOCTEZUMA|METRO SUR|VENUSTIANO CARRANZA 1|20|100|200|500|1113|527|886|820|516000
0064|E215|D.F. MOCTEZUMA|METRO SUR|VENUSTIANO CARRANZA 1|20|100|200|500|753|1453|1610|1500|369000
0064|E216|D.F. MOCTEZUMA|METRO SUR|VENUSTIANO CARRANZA 1|20|100|200|500|1229|185|1250|350|519000
0064|E217|D.F. MOCTEZUMA|METRO SUR|VENUSTIANO CARRANZA 1|20|100|200|500|713|399|613|1221|513000
0065|0838|D.F. MERCED CRUCES|METRO SUR|CENTRO 2|100|200|200|500|511|437|200|1911|450000
0065|4395|D.F. MERCED CRUCES|METRO SUR|CENTRO 2|100|200|200|500|86|20|23|0|450000
0065|7258|D.F. MERCED CRUCES|METRO SUR|CENTRO 2|100|200|200|500|591|468|200|13|450000
0065|0515|D.F. MERCED CRUCES|METRO SUR|CENTRO 2|20|100|200|500|488|362|348|625|510000
0065|0534|D.F. MERCED CRUCES|METRO SUR|CENTRO 2|20|100|200|500|376|474|544|524|510000
0065|0541|D.F. MERCED CRUCES|METRO SUR|CENTRO 2|20|100|200|500|372|238|443|1181|510000
0065|A567|D.F. MERCED CRUCES|METRO SUR|CENTRO 2|20|100|200|500|656|393|441|847|510000
0066|5760|D.F. CORREGIDORA|METRO SUR|CENTRO 1|100|200|500|500|437|593|21|151|585000
0066|A165|D.F. CORREGIDORA|METRO SUR|CENTRO 1|100|200|200|500|543|858|755|72|513000
0066|A166|D.F. CORREGIDORA|METRO SUR|CENTRO 1|100|200|200|500|471|766|1273|77|450000
0066|B398|D.F. CORREGIDORA|METRO SUR|CENTRO 1|20|100|200|500|1629|1096|935|670|510000
0066|D027|D.F. CORREGIDORA|METRO SUR|CENTRO 1|20|100|200|500|780|600|510|605|510000
0066|D028|D.F. CORREGIDORA|METRO SUR|CENTRO 1|20|100|200|500|1837|748|950|739|513000
0070|2867|D.F. HOTEL DE MEXICO|METRO SUR|DEL VALLE 1|100|200|500|500|289|719|259|222|585000
0070|8422|D.F. HOTEL DE MEXICO|METRO SUR|DEL VALLE 1|100|200|200|500|1247|840|200|438|518000
0070|8457|D.F. HOTEL DE MEXICO|METRO SUR|DEL VALLE 1|50|100|200|500|738|541|18|912|383000
0070|8652|D.F. HOTEL DE MEXICO|METRO SUR|DEL VALLE 1|100|200|200|500|799|220|200|1144|516000
0070|A208|D.F. HOTEL DE MEXICO|METRO SUR|DEL VALLE 1|100|200|200|500|952|614|200|505|516000
0070|2868|D.F. HOTEL DE MEXICO|METRO SUR|DEL VALLE 1|20|100|200|500|566|422|503|867|510000
0070|5904|D.F. HOTEL DE MEXICO|METRO SUR|DEL VALLE 1|20|100|200|500|632|633|507|615|510000
0070|D142|D.F. HOTEL DE MEXICO|METRO SUR|DEL VALLE 1|20|100|200|500|587|797|625|560|510000
0070|D143|D.F. HOTEL DE MEXICO|METRO SUR|DEL VALLE 1|20|100|200|500|507|347|464|532|510000
0071|A825|D.F. FELIX CUEVAS SAN FRANCISC|METRO SUR|DEL VALLE 2|100|200|500|500|1292|1324|1010|1177|585000
0071|8753|D.F. FELIX CUEVAS SAN FRANCISC|METRO SUR|DEL VALLE 2|20|100|200|500|1724|815|1266|971|369000
0071|D362|D.F. FELIX CUEVAS SAN FRANCISC|METRO SUR|DEL VALLE 2|20|100|200|500|1655|1046|1082|38|372000
0071|D363|D.F. FELIX CUEVAS SAN FRANCISC|METRO SUR|DEL VALLE 2|20|100|200|500|1661|210|398|167|386000
0073|0131|D.F. ERMITA ROJO GOMEZ|METRO SUR|ORIENTE 3|100|200|500|500|669|1360|130|1031|804000
0073|0669|D.F. ERMITA ROJO GOMEZ|METRO SUR|ORIENTE 3|100|200|500|500|362|1280|954|1027|968000
0073|7081|D.F. ERMITA ROJO GOMEZ|METRO SUR|ORIENTE 3|100|200|500|500|571|527|1318|1002|585000
0073|7087|D.F. ERMITA ROJO GOMEZ|METRO SUR|ORIENTE 3|100|200|500|500|1035|2704|1156|1582|585000
0073|6932|D.F. ERMITA ROJO GOMEZ|METRO SUR|ORIENTE 3|20|100|200|500|1471|717|740|703|510000
0073|7143|D.F. ERMITA ROJO GOMEZ|METRO SUR|ORIENTE 3|20|100|200|500|1920|332|1231|945|513000
0073|7144|D.F. ERMITA ROJO GOMEZ|METRO SUR|ORIENTE 3|20|100|200|500|1872|1667|1814|1133|510000
0073|7145|D.F. ERMITA ROJO GOMEZ|METRO SUR|ORIENTE 3|20|100|200|500|1937|1733|1776|1349|510000
0077|A296|D.F. RIVIERA|METRO SUR|COYOACAN 2|100|200|200|500|1326|1394|200|616|450000
0077|A297|D.F. RIVIERA|METRO SUR|COYOACAN 2|100|200|200|500|1263|1269|200|455|450000
0077|A299|D.F. RIVIERA|METRO SUR|COYOACAN 2|100|200|200|500|1812|1862|200|1552|450000
0077|5473|D.F. RIVIERA|METRO SUR|COYOACAN 2|20|100|500|0|1016|721|896|0|510000
0077|D044|D.F. RIVIERA|METRO SUR|COYOACAN 2|20|100|500|0|1152|755|1117|0|510000
0077|D045|D.F. RIVIERA|METRO SUR|COYOACAN 2|20|100|200|500|1048|1209|974|1330|510000
0079|0132|D.F. IZTACALCO|METRO SUR|BENITO JUAREZ 3|100|200|200|500|1280|1713|1165|1091|603000
0079|8676|D.F. IZTACALCO|METRO SUR|BENITO JUAREZ 3|200|200|500|500|1882|1518|1356|1581|630000
0079|3876|D.F. IZTACALCO|METRO SUR|BENITO JUAREZ 3|20|100|200|500|873|860|1227|1849|369000
0079|8548|D.F. IZTACALCO|METRO SUR|BENITO JUAREZ 3|20|100|200|500|812|1122|1294|1571|369000
0079|8689|D.F. IZTACALCO|METRO SUR|BENITO JUAREZ 3|20|100|200|500|763|1067|1596|1639|369000
