CR|ATM|SUCURSAL |DIVISION|ZONA|CAS_1|CAS_2|CAS_3|CAS_4|PIEZAS_CAS_1|PIEZAS_CAS_2|PIEZAS_CAS_3|PIEZAS_CAS_4|MINIMO
6542|6433|TOLUCA ISIDRO FABELA|METRO NORTE|TOLUCA CENTRO 1|20|100|200|500|844|364|429|763|510000
6546|4004|TOLUCA ALFREDO DEL MAZO|METRO NORTE|TOLUCA CENTRO 1|200|200|500|500|1933|1933|1342|1202|638000
6546|4005|TOLUCA ALFREDO DEL MAZO|METRO NORTE|TOLUCA CENTRO 1|200|200|500|500|1892|1892|80|1153|957000
6546|4028|TOLUCA ALFREDO DEL MAZO|METRO NORTE|TOLUCA CENTRO 1|200|200|500|500|1881|1938|492|1328|630000
6546|4052|TOLUCA ALFREDO DEL MAZO|METRO NORTE|TOLUCA CENTRO 1|100|200|500|500|1243|1253|735|430|818000
6546|7896|TOLUCA ALFREDO DEL MAZO|METRO NORTE|TOLUCA CENTRO 1|20|100|200|500|439|1594|1608|900|374000
6546|7898|TOLUCA ALFREDO DEL MAZO|METRO NORTE|TOLUCA CENTRO 1|20|100|200|500|878|1739|1682|1263|369000
6546|A921|TOLUCA ALFREDO DEL MAZO|METRO NORTE|TOLUCA CENTRO 1|20|100|200|500|718|1446|1625|1547|516000
6549|B429|TOLUCA OFNA. PPAL. ZONA INDUST|METRO NORTE|TOLUCA SUR 2|100|200|200|500|489|509|1048|353|546000
6549|B430|TOLUCA OFNA. PPAL. ZONA INDUST|METRO NORTE|TOLUCA SUR 2|100|200|200|500|600|1518|1544|900|522000
6549|B431|TOLUCA OFNA. PPAL. ZONA INDUST|METRO NORTE|TOLUCA SUR 2|100|200|200|500|713|1322|1073|1509|450000
6549|D567|TOLUCA OFNA. PPAL. ZONA INDUST|METRO NORTE|TOLUCA SUR 2|20|100|200|500|588|1630|1399|1055|518000
6549|D568|TOLUCA OFNA. PPAL. ZONA INDUST|METRO NORTE|TOLUCA SUR 2|20|100|200|500|571|1181|1575|1356|513000
6551|9456|TENANCINGO|METRO NORTE|TOLUCA SUR 2|200|200|500|500|622|748|970|1672|630000
6551|9458|TENANCINGO|METRO NORTE|TOLUCA SUR 2|100|200|500|500|685|588|818|1612|626000
6551|9460|TENANCINGO|METRO NORTE|TOLUCA SUR 2|200|200|500|500|868|698|11|363|630000
6551|8720|TENANCINGO|METRO NORTE|TOLUCA SUR 2|20|100|200|500|857|240|882|79|512000
6551|8722|TENANCINGO|METRO NORTE|TOLUCA SUR 2|20|100|200|500|919|265|476|171|515000
6551|8729|TENANCINGO|METRO NORTE|TOLUCA SUR 2|20|100|200|500|709|297|706|263|512000
6551|9771|TENANCINGO|METRO NORTE|TOLUCA SUR 2|20|100|200|500|688|332|395|660|513000
6553|2040|MEX SAN FELIPE DEL PROGRESO|METRO NORTE|TOLUCA NORTE 3|200|200|500|500|925|1219|245|1289|630000
6553|2041|MEX SAN FELIPE DEL PROGRESO|METRO NORTE|TOLUCA NORTE 3|200|200|500|500|879|1132|1002|1681|630000
6553|7497|MEX SAN FELIPE DEL PROGRESO|METRO NORTE|TOLUCA NORTE 3|20|100|200|500|402|785|1065|602|369000
6553|7498|MEX SAN FELIPE DEL PROGRESO|METRO NORTE|TOLUCA NORTE 3|20|100|200|500|199|770|1280|856|374000
6553|B795|MEX SAN FELIPE DEL PROGRESO|METRO NORTE|TOLUCA NORTE 3|20|100|200|500|436|1007|780|826|369000
6556|3036|JILOTEPEC|METRO NORTE|TOLUCA NORTE 3|200|200|500|500|1354|1851|313|1075|1098000
6556|3037|JILOTEPEC|METRO NORTE|TOLUCA NORTE 3|200|200|500|500|1745|1842|1126|1205|810000
6556|3587|JILOTEPEC|METRO NORTE|TOLUCA NORTE 3|20|100|200|500|956|1030|1312|620|474000
6556|4954|JILOTEPEC|METRO NORTE|TOLUCA NORTE 3|20|100|200|500|951|1144|1235|1119|422000
6556|6400|JILOTEPEC|METRO NORTE|TOLUCA NORTE 3|20|100|200|500|819|1181|1144|567|516000
6556|6401|JILOTEPEC|METRO NORTE|TOLUCA NORTE 3|20|100|200|500|878|1268|1496|805|512000
6558|0843|IXTLAHUACA|METRO NORTE|TOLUCA NORTE 2|200|200|500|500|1430|1243|813|1809|630000
6558|3045|IXTLAHUACA|METRO NORTE|TOLUCA NORTE 2|200|200|500|500|875|1136|402|488|707000
6558|3064|IXTLAHUACA|METRO NORTE|TOLUCA NORTE 2|200|200|500|500|1356|1434|1494|1332|630000
6558|3068|IXTLAHUACA|METRO NORTE|TOLUCA NORTE 2|200|200|500|500|765|1075|1188|257|635000
6558|1104|IXTLAHUACA|METRO NORTE|TOLUCA NORTE 2|20|100|200|500|1291|1452|1271|1072|392000
6558|6402|IXTLAHUACA|METRO NORTE|TOLUCA NORTE 2|20|100|200|500|1354|1306|1365|585|369000
6558|6403|IXTLAHUACA|METRO NORTE|TOLUCA NORTE 2|20|100|200|500|1031|1084|1502|1229|512000
6558|6404|IXTLAHUACA|METRO NORTE|TOLUCA NORTE 2|20|100|200|500|1100|1474|1319|1098|515000
6560|3918|TEJUPILCO|METRO NORTE|TOLUCA SUR 3|200|200|500|500|1169|1255|915|1634|630000
6560|3919|TEJUPILCO|METRO NORTE|TOLUCA SUR 3|200|200|500|500|610|723|331|322|651000
6560|4095|TEJUPILCO|METRO NORTE|TOLUCA SUR 3|200|200|500|500|851|734|579|310|671000
6560|6461|TEJUPILCO|METRO NORTE|TOLUCA SUR 3|20|100|200|500|929|612|620|1195|369000
6560|6462|TEJUPILCO|METRO NORTE|TOLUCA SUR 3|20|100|200|500|945|597|585|1242|372000
6560|D773|TEJUPILCO|METRO NORTE|TOLUCA SUR 3|20|100|200|500|861|691|741|1533|537000
6561|2302|MEX LUVIANOS|METRO NORTE|TOLUCA SUR 3|100|200|500|500|1048|951|894|484|909000
6561|2304|MEX LUVIANOS|METRO NORTE|TOLUCA SUR 3|100|200|500|500|1016|904|587|227|872000
6561|8790|MEX LUVIANOS|METRO NORTE|TOLUCA SUR 3|20|100|200|500|1474|671|684|829|369000
6566|2327|MEX OCOYOACAC|METRO NORTE|TOLUCA NORTE 1|200|200|500|500|1472|658|169|2151|677000
6566|2329|MEX OCOYOACAC|METRO NORTE|TOLUCA NORTE 1|200|200|500|500|833|928|753|1744|743000
6566|8849|MEX OCOYOACAC|METRO NORTE|TOLUCA NORTE 1|20|100|200|500|364|1713|1858|1358|374000
6566|8851|MEX OCOYOACAC|METRO NORTE|TOLUCA NORTE 1|20|100|200|500|414|1148|1120|1161|369000
6567|8339|TEMASCALCINGO|METRO NORTE|TOLUCA NORTE 3|200|200|500|500|994|968|826|1082|633000
6567|8340|TEMASCALCINGO|METRO NORTE|TOLUCA NORTE 3|100|200|500|500|1470|1346|1054|1603|585000
6567|4378|TEMASCALCINGO|METRO NORTE|TOLUCA NORTE 3|20|100|200|500|1171|1301|1403|1177|372000
6567|8730|TEMASCALCINGO|METRO NORTE|TOLUCA NORTE 3|20|100|200|500|1195|853|852|1475|477000
6567|8731|TEMASCALCINGO|METRO NORTE|TOLUCA NORTE 3|20|100|200|500|1037|947|952|1283|515000
6569|4053|ZINACANTEPEC CENTRO|METRO NORTE|TOLUCA NORTE 2|200|200|500|500|758|485|835|600|680000
6569|4054|ZINACANTEPEC CENTRO|METRO NORTE|TOLUCA NORTE 2|200|200|500|500|783|979|649|2410|630000
6569|4056|ZINACANTEPEC CENTRO|METRO NORTE|TOLUCA NORTE 2|200|200|500|500|719|421|879|800|684000
6569|4255|ZINACANTEPEC CENTRO|METRO NORTE|TOLUCA NORTE 2|20|100|200|500|327|1423|332|1249|378000
6569|7899|ZINACANTEPEC CENTRO|METRO NORTE|TOLUCA NORTE 2|20|100|200|500|381|899|499|752|399000
6569|7925|ZINACANTEPEC CENTRO|METRO NORTE|TOLUCA NORTE 2|20|100|200|500|305|1273|178|585|374000
6569|E723|ZINACANTEPEC CENTRO|METRO NORTE|TOLUCA NORTE 2|20|100|200|500|180|1118|751|1814|369000
6571|2495|TEXCALTITLAN|METRO NORTE|TOLUCA SUR 1|100|200|500|500|1428|1386|1048|803|686000
6571|2498|TEXCALTITLAN|METRO NORTE|TOLUCA SUR 1|200|200|500|500|929|971|990|988|630000
6571|2540|TEXCALTITLAN|METRO NORTE|TOLUCA SUR 1|20|100|200|500|656|879|1059|1561|519000
6571|C241|TEXCALTITLAN|METRO NORTE|TOLUCA SUR 1|20|100|200|500|667|1182|1062|1186|377000
6573|9411|VALLE DE BRAVO|METRO NORTE|TOLUCA SUR 3|100|200|500|500|1203|1042|596|228|585000
6573|9413|VALLE DE BRAVO|METRO NORTE|TOLUCA SUR 3|100|200|500|500|890|991|899|213|585000
6573|9415|VALLE DE BRAVO|METRO NORTE|TOLUCA SUR 3|100|200|500|500|1367|1188|1442|204|585000
6573|7938|VALLE DE BRAVO|METRO NORTE|TOLUCA SUR 3|20|100|200|500|881|498|497|658|518000
6573|7946|VALLE DE BRAVO|METRO NORTE|TOLUCA SUR 3|20|100|200|500|890|631|635|701|369000
6573|E180|VALLE DE BRAVO|METRO NORTE|TOLUCA SUR 3|20|100|200|500|950|1126|1105|607|510000
6575|6355|XONACATLAN|METRO NORTE|TOLUCA NORTE 2|200|200|500|500|1355|781|245|2065|837000
6575|B432|XONACATLAN|METRO NORTE|TOLUCA NORTE 2|200|200|500|500|1174|1321|571|2067|728000
6575|B433|XONACATLAN|METRO NORTE|TOLUCA NORTE 2|200|200|500|500|1615|1487|861|2192|689000
6575|3501|XONACATLAN|METRO NORTE|TOLUCA NORTE 2|20|100|200|500|2277|1389|2699|1657|471000
6575|8383|XONACATLAN|METRO NORTE|TOLUCA NORTE 2|20|100|200|500|1615|1221|1292|994|369000
6575|D569|XONACATLAN|METRO NORTE|TOLUCA NORTE 2|20|100|200|500|1472|1192|1799|1339|395000
6575|D570|XONACATLAN|METRO NORTE|TOLUCA NORTE 2|20|100|200|500|1502|1058|1714|1362|375000
6577|2393|CD. OBREGON CALIFORNIA|NOROESTE|SONORA SUR 3|100|200|500|500|1287|1449|810|1453|585000
6577|2411|CD. OBREGON CALIFORNIA|NOROESTE|SONORA SUR 3|100|200|500|500|591|1151|1|171|585000
6577|2414|CD. OBREGON CALIFORNIA|NOROESTE|SONORA SUR 3|100|200|500|500|681|1342|37|534|585000
6577|2429|CD. OBREGON CALIFORNIA|NOROESTE|SONORA SUR 3|100|200|500|500|747|1018|5|765|585000
6577|7773|CD. OBREGON CALIFORNIA|NOROESTE|SONORA SUR 3|20|100|200|500|1530|387|317|993|510000
6577|7774|CD. OBREGON CALIFORNIA|NOROESTE|SONORA SUR 3|20|100|200|500|1531|501|445|902|510000
6577|7775|CD. OBREGON CALIFORNIA|NOROESTE|SONORA SUR 3|20|100|200|500|1160|821|394|604|510000
6579|4446|CD. OBREGON VALLE|NOROESTE|SONORA SUR 3|100|200|500|500|1267|1651|1502|1363|585000
6579|4503|CD. OBREGON VALLE|NOROESTE|SONORA SUR 3|100|200|500|500|997|1641|1469|1419|618000
6579|4686|CD. OBREGON VALLE|NOROESTE|SONORA SUR 3|100|200|500|500|739|1361|1035|1913|585000
6579|4712|CD. OBREGON VALLE|NOROESTE|SONORA SUR 3|100|200|500|500|1691|1427|1594|1472|630000
6579|5710|CD. OBREGON VALLE|NOROESTE|SONORA SUR 3|20|100|200|500|1162|668|1065|1357|515000
6579|7781|CD. OBREGON VALLE|NOROESTE|SONORA SUR 3|20|100|200|500|1284|257|148|674|369000
6579|7863|CD. OBREGON VALLE|NOROESTE|SONORA SUR 3|20|100|200|500|1658|871|1372|1006|515000
6579|B311|CD. OBREGON VALLE|NOROESTE|SONORA SUR 3|20|100|200|500|1137|1135|1625|607|513000
6583|0740|HUATABAMPO OFNA. PRINCIPAL|NOROESTE|SONORA SUR 2|100|200|500|500|1302|1646|1604|1534|585000
6583|0742|HUATABAMPO OFNA. PRINCIPAL|NOROESTE|SONORA SUR 2|100|200|500|500|1143|783|909|110|585000
6583|0743|HUATABAMPO OFNA. PRINCIPAL|NOROESTE|SONORA SUR 2|100|200|500|500|701|1355|1595|605|585000
6583|0744|HUATABAMPO OFNA. PRINCIPAL|NOROESTE|SONORA SUR 2|100|200|500|500|567|937|578|1648|585000
6583|0745|HUATABAMPO OFNA. PRINCIPAL|NOROESTE|SONORA SUR 2|100|200|500|500|1356|1049|1510|147|585000
6583|9969|HUATABAMPO OFNA. PRINCIPAL|NOROESTE|SONORA SUR 2|100|200|500|500|540|1474|1608|739|585000
6583|4251|HUATABAMPO OFNA. PRINCIPAL|NOROESTE|SONORA SUR 2|20|100|200|500|668|687|381|566|510000
6583|E659|HUATABAMPO OFNA. PRINCIPAL|NOROESTE|SONORA SUR 2|20|100|200|500|1034|731|850|751|510000
6583|E660|HUATABAMPO OFNA. PRINCIPAL|NOROESTE|SONORA SUR 2|20|100|200|500|1070|917|678|609|510000
6587|1323|VILLA JUAREZ OFNA. PRINCIPAL|NOROESTE|SONORA SUR 2|100|200|500|500|984|1259|941|511|585000
6587|1326|VILLA JUAREZ OFNA. PRINCIPAL|NOROESTE|SONORA SUR 2|100|200|500|500|986|1011|4|1066|585000
6587|1328|VILLA JUAREZ OFNA. PRINCIPAL|NOROESTE|SONORA SUR 2|100|200|500|500|1160|1305|559|745|585000
6587|5953|VILLA JUAREZ OFNA. PRINCIPAL|NOROESTE|SONORA SUR 2|100|200|500|500|878|845|13|961|585000
6587|5657|VILLA JUAREZ OFNA. PRINCIPAL|NOROESTE|SONORA SUR 2|20|100|200|500|556|704|588|916|513000
6587|8956|VILLA JUAREZ OFNA. PRINCIPAL|NOROESTE|SONORA SUR 2|100|200|500|500|653|610|268|575|585000
6587|E790|VILLA JUAREZ OFNA. PRINCIPAL|NOROESTE|SONORA SUR 2|20|100|200|500|531|692|998|1274|512000
6594|8839|TIJUANA BLVD. AGUA CALIENTE|NOROESTE|TIJUANA ENSENADA 1|100|200|500|500|1076|1202|1824|600|585000
6594|8876|TIJUANA BLVD. AGUA CALIENTE|NOROESTE|TIJUANA ENSENADA 1|100|200|500|500|1180|1193|1535|1000|585000
6594|8889|TIJUANA BLVD. AGUA CALIENTE|NOROESTE|TIJUANA ENSENADA 1|100|200|500|500|1105|736|0|713|585000
6594|D227|TIJUANA BLVD. AGUA CALIENTE|NOROESTE|TIJUANA ENSENADA 1|20|100|200|500|484|663|933|1442|510000
6594|D228|TIJUANA BLVD. AGUA CALIENTE|NOROESTE|TIJUANA ENSENADA 1|20|100|200|500|982|569|769|478|513000
6594|E994|TIJUANA BLVD. AGUA CALIENTE|NOROESTE|TIJUANA ENSENADA 1|20|100|200|500|861|865|630|1404|510000
6596|A797|TIJUANA PLAZA SOMIS|NOROESTE|TIJUANA PLAZA 2|100|200|500|500|892|917|1387|1272|585000
6596|A798|TIJUANA PLAZA SOMIS|NOROESTE|TIJUANA PLAZA 2|100|200|500|500|796|844|1370|1033|585000
6596|A799|TIJUANA PLAZA SOMIS|NOROESTE|TIJUANA PLAZA 2|100|200|500|500|911|957|1255|849|585000
6596|3193|TIJUANA PLAZA SOMIS|NOROESTE|TIJUANA PLAZA 2|20|100|200|500|395|1242|1218|1035|515000
6596|D347|TIJUANA PLAZA SOMIS|NOROESTE|TIJUANA PLAZA 2|20|100|200|500|451|958|948|1175|510000
6596|D348|TIJUANA PLAZA SOMIS|NOROESTE|TIJUANA PLAZA 2|20|100|200|500|498|549|639|374|369000
6601|8982|TIJUANA SAUCILLOS|NOROESTE|TIJUANA PLAZA 3|100|200|500|500|1218|1348|755|1758|585000
6601|9017|TIJUANA SAUCILLOS|NOROESTE|TIJUANA PLAZA 3|100|200|500|500|1587|1473|520|1991|585000
6601|5721|TIJUANA SAUCILLOS|NOROESTE|TIJUANA PLAZA 3|20|100|200|500|1453|1442|1536|1473|369000
6601|D229|TIJUANA SAUCILLOS|NOROESTE|TIJUANA PLAZA 3|20|100|200|500|1466|1365|1304|1111|369000
6601|D230|TIJUANA SAUCILLOS|NOROESTE|TIJUANA PLAZA 3|20|100|200|500|1347|1660|1694|945|369000
6602|A143|TIJUANA CARRUSEL|NOROESTE|TIJUANA PLAZA 2|100|200|500|500|1380|1618|1835|806|585000
6602|A144|TIJUANA CARRUSEL|NOROESTE|TIJUANA PLAZA 2|100|200|500|500|1396|1419|1804|704|585000
6602|5643|TIJUANA CARRUSEL|NOROESTE|TIJUANA PLAZA 2|20|100|200|500|1502|772|492|233|369000
6602|E545|TIJUANA CARRUSEL|NOROESTE|TIJUANA PLAZA 2|20|100|200|500|877|1397|1071|53|369000
6602|E546|TIJUANA CARRUSEL|NOROESTE|TIJUANA PLAZA 2|20|100|200|500|1441|1217|1191|735|372000
6607|C032|ENSENADA JUAREZ|NOROESTE|TIJUANA ENSENADA 3|100|200|500|500|1674|1822|762|323|663000
6607|C033|ENSENADA JUAREZ|NOROESTE|TIJUANA ENSENADA 3|100|200|500|500|2239|1907|1286|1084|585000
6607|C034|ENSENADA JUAREZ|NOROESTE|TIJUANA ENSENADA 3|100|200|500|500|1328|765|894|443|585000
6607|D700|ENSENADA JUAREZ|NOROESTE|TIJUANA ENSENADA 3|20|100|200|500|814|721|778|398|431000
6607|D701|ENSENADA JUAREZ|NOROESTE|TIJUANA ENSENADA 3|20|100|200|500|502|416|532|904|369000
6609|0799|TECATE OFNA. PRINCIPAL|NOROESTE|TIJUANA PLAZA 3|100|200|500|500|1488|1504|2076|987|585000
6609|B764|TECATE OFNA. PRINCIPAL|NOROESTE|TIJUANA PLAZA 3|200|200|500|500|901|908|1706|70|630000
6609|B765|TECATE OFNA. PRINCIPAL|NOROESTE|TIJUANA PLAZA 3|100|200|500|500|1311|1239|1599|880|585000
6609|B766|TECATE OFNA. PRINCIPAL|NOROESTE|TIJUANA PLAZA 3|100|200|500|500|1158|1149|1405|853|585000
6609|1070|TECATE OFNA. PRINCIPAL|NOROESTE|TIJUANA PLAZA 3|20|100|200|500|690|1305|1385|664|512000
6609|3198|TECATE OFNA. PRINCIPAL|NOROESTE|TIJUANA PLAZA 3|20|100|200|500|735|1177|1148|667|513000
6609|D888|TECATE OFNA. PRINCIPAL|NOROESTE|TIJUANA PLAZA 3|20|100|200|500|722|992|1121|346|512000
6609|D889|TECATE OFNA. PRINCIPAL|NOROESTE|TIJUANA PLAZA 3|20|100|200|500|856|1489|1746|1069|512000
6610|5989|MANEADERO|NOROESTE|TIJUANA ENSENADA 4|200|200|500|500|1038|473|4|1615|630000
6610|9027|MANEADERO|NOROESTE|TIJUANA ENSENADA 4|50|200|500|500|1257|1139|1765|690|599000
6610|9057|MANEADERO|NOROESTE|TIJUANA ENSENADA 4|100|200|500|500|1434|1172|1917|371|683000
6610|3184|MANEADERO|NOROESTE|TIJUANA ENSENADA 4|20|100|200|500|649|897|1134|944|383000
6610|D231|MANEADERO|NOROESTE|TIJUANA ENSENADA 4|20|100|200|500|1009|511|607|1861|369000
6612|1336|CD. JUAREZ HERMANOS ESCOBAR|NOROESTE|JUAREZ 4|100|200|500|500|1216|1643|1354|1655|585000
6612|1339|CD. JUAREZ HERMANOS ESCOBAR|NOROESTE|JUAREZ 4|100|200|500|500|874|1586|762|216|585000
6612|E677|CD. JUAREZ HERMANOS ESCOBAR|NOROESTE|JUAREZ 4|20|100|200|500|693|260|860|913|516000
6612|E791|CD. JUAREZ HERMANOS ESCOBAR|NOROESTE|JUAREZ 4|20|100|200|500|924|252|1459|1372|510000
6615|C755|CD. JUAREZ CAMPESTRE|NOROESTE|JUAREZ 4|100|200|500|500|1117|1171|2084|600|585000
6615|C756|CD. JUAREZ CAMPESTRE|NOROESTE|JUAREZ 4|100|200|500|500|991|915|1542|200|585000
6615|E405|CD. JUAREZ CAMPESTRE|NOROESTE|JUAREZ 4|20|100|200|500|526|556|624|809|510000
6615|E406|CD. JUAREZ CAMPESTRE|NOROESTE|JUAREZ 4|20|100|200|500|617|1283|1247|1741|510000
6616|0748|CD. JUAREZ NOGALES|NOROESTE|JUAREZ 4|100|200|500|500|832|834|1122|2000|585000
6616|0750|CD. JUAREZ NOGALES|NOROESTE|JUAREZ 4|100|200|500|500|772|746|249|1300|585000
6616|4700|CD. JUAREZ NOGALES|NOROESTE|JUAREZ 4|20|100|200|500|874|816|1108|697|510000
6616|E661|CD. JUAREZ NOGALES|NOROESTE|JUAREZ 4|20|100|200|500|910|762|807|921|510000
6617|8349|CD. JUAREZ AEROPUERTO|NOROESTE|JUAREZ 3|100|200|500|500|1819|1134|638|1303|893000
6617|8361|CD. JUAREZ AEROPUERTO|NOROESTE|JUAREZ 3|100|200|500|500|1349|1358|912|633|828000
6617|8371|CD. JUAREZ AEROPUERTO|NOROESTE|JUAREZ 3|100|200|500|500|1835|1472|1735|1570|888000
6617|8735|CD. JUAREZ AEROPUERTO|NOROESTE|JUAREZ 3|20|100|200|500|1006|859|1316|753|384000
6617|8737|CD. JUAREZ AEROPUERTO|NOROESTE|JUAREZ 3|20|100|200|500|876|734|838|595|518000
6617|8738|CD. JUAREZ AEROPUERTO|NOROESTE|JUAREZ 3|20|100|200|500|1283|913|1363|247|380000
6627|1344|CD. JUAREZ TECNOLOGICO|NOROESTE|JUAREZ 1|100|200|500|500|957|483|409|101|585000
6627|1345|CD. JUAREZ TECNOLOGICO|NOROESTE|JUAREZ 1|100|200|500|500|1101|727|451|195|585000
6627|E792|CD. JUAREZ TECNOLOGICO|NOROESTE|JUAREZ 1|20|100|200|500|312|1631|602|743|510000
6627|E793|CD. JUAREZ TECNOLOGICO|NOROESTE|JUAREZ 1|20|100|200|500|351|1414|968|1217|510000
6629|0751|ASCENCION|NOROESTE|JUAREZ 1|100|200|500|500|1016|965|1738|435|585000
6629|0754|ASCENCION|NOROESTE|JUAREZ 1|100|200|500|500|1571|1569|1158|300|585000
6629|3073|ASCENCION|NOROESTE|JUAREZ 1|100|200|500|500|1437|1343|672|316|585000
6629|5647|ASCENCION|NOROESTE|JUAREZ 1|20|100|200|500|1707|936|1324|393|510000
6629|E662|ASCENCION|NOROESTE|JUAREZ 1|20|100|200|500|1733|1005|1190|528|510000
6634|B435|COATZACOALCOS PALMA SOLA|SUR|COATZACOALCOS 2|100|200|500|500|1115|1358|1002|914|585000
6634|B436|COATZACOALCOS PALMA SOLA|SUR|COATZACOALCOS 2|100|200|500|500|1088|1318|1155|870|585000
6634|B437|COATZACOALCOS PALMA SOLA|SUR|COATZACOALCOS 2|100|200|500|500|1177|1320|1150|1104|585000
6634|D855|COATZACOALCOS PALMA SOLA|SUR|COATZACOALCOS 2|20|100|200|500|606|477|654|835|515000
6634|D856|COATZACOALCOS PALMA SOLA|SUR|COATZACOALCOS 2|20|100|200|500|738|333|179|621|371000
6634|D857|COATZACOALCOS PALMA SOLA|SUR|COATZACOALCOS 2|20|100|200|500|920|101|297|776|512000
6635|4061|COATZACOALCOS PETROLERA|SUR|COATZACOALCOS 1|100|200|500|500|283|731|1265|1037|585000
6635|7927|COATZACOALCOS PETROLERA|SUR|COATZACOALCOS 1|20|100|200|500|227|355|391|395|369000
6635|7940|COATZACOALCOS PETROLERA|SUR|COATZACOALCOS 1|20|100|200|500|323|394|183|294|369000
6638|4410|CATEMACO|SUR|COATZACOALCOS 3|100|200|500|500|1740|1775|1319|806|585000
6638|4411|CATEMACO|SUR|COATZACOALCOS 3|100|200|500|500|1783|1750|1407|634|585000
6638|4817|CATEMACO|SUR|COATZACOALCOS 3|20|100|200|500|1125|704|714|957|512000
6638|4818|CATEMACO|SUR|COATZACOALCOS 3|20|100|200|500|916|632|811|1323|512000
6638|8800|CATEMACO|SUR|COATZACOALCOS 3|20|100|200|500|1046|726|921|1103|519000
6640|A910|MINATITLAN HIDALGO|SUR|COATZACOALCOS 4|100|200|500|500|1219|1227|790|871|585000
6640|A911|MINATITLAN HIDALGO|SUR|COATZACOALCOS 4|100|200|500|500|1566|1260|1474|634|585000
6640|A928|MINATITLAN HIDALGO|SUR|COATZACOALCOS 4|100|200|500|500|826|1069|1129|703|585000
6640|A932|MINATITLAN HIDALGO|SUR|COATZACOALCOS 4|100|200|500|500|1076|1133|1265|798|585000
6640|A937|MINATITLAN HIDALGO|SUR|COATZACOALCOS 4|100|200|500|500|1092|1179|1313|983|585000
6640|4030|MINATITLAN HIDALGO|SUR|COATZACOALCOS 4|20|100|200|500|337|513|479|391|516000
6640|6262|MINATITLAN HIDALGO|SUR|COATZACOALCOS 4|20|100|200|500|648|727|1073|913|513000
6640|6263|MINATITLAN HIDALGO|SUR|COATZACOALCOS 4|20|100|200|500|719|723|1027|780|516000
6640|6264|MINATITLAN HIDALGO|SUR|COATZACOALCOS 4|20|100|200|500|902|703|719|615|516000
6640|6265|MINATITLAN HIDALGO|SUR|COATZACOALCOS 4|20|100|200|500|771|495|431|444|519000
6640|6266|MINATITLAN HIDALGO|SUR|COATZACOALCOS 4|20|100|200|500|620|460|527|256|512000
6640|C273|MINATITLAN HIDALGO|SUR|COATZACOALCOS 4|20|100|200|500|652|885|1186|232|510000
6643|9795|LAS CHOAPAS PARQUE JUAREZ|SUR|COATZACOALCOS 2|100|200|500|500|1693|1639|847|1209|869000
6643|9797|LAS CHOAPAS PARQUE JUAREZ|SUR|COATZACOALCOS 2|100|200|500|500|675|750|1191|706|690000
6643|9803|LAS CHOAPAS PARQUE JUAREZ|SUR|COATZACOALCOS 2|100|200|500|500|708|680|811|511|686000
6643|9805|LAS CHOAPAS PARQUE JUAREZ|SUR|COATZACOALCOS 2|20|100|500|0|739|246|835|0|513000
6643|9807|LAS CHOAPAS PARQUE JUAREZ|SUR|COATZACOALCOS 2|20|100|500|0|679|268|259|0|510000
6644|0756|AGUA DULCE MADERO|SUR|COATZACOALCOS 2|200|200|500|500|988|730|1386|1596|630000
6644|0767|AGUA DULCE MADERO|SUR|COATZACOALCOS 2|100|200|500|500|353|615|556|942|794000
6644|8084|AGUA DULCE MADERO|SUR|COATZACOALCOS 2|20|100|200|500|648|887|977|1273|534000
6644|E663|AGUA DULCE MADERO|SUR|COATZACOALCOS 2|20|100|200|500|594|1052|1154|1646|377000
6650|4369|LEON MORELOS|BAJIO|LEON NORTE 2|100|200|500|500|1147|1380|1935|951|585000
6650|4441|LEON MORELOS|BAJIO|LEON NORTE 2|100|200|500|500|960|1100|1962|687|585000
6650|4481|LEON MORELOS|BAJIO|LEON NORTE 2|100|200|500|500|1060|1437|1943|748|585000
6650|4557|LEON MORELOS|BAJIO|LEON NORTE 2|20|100|200|500|1254|305|353|1277|519000
6650|4577|LEON MORELOS|BAJIO|LEON NORTE 2|20|100|200|500|1252|305|329|595|510000
6650|A672|LEON MORELOS|BAJIO|LEON NORTE 2|20|100|200|500|1689|725|1033|773|510000
6652|2090|LEON ARBIDE|BAJIO|LEON NORTE 2|100|200|500|500|1624|1333|1295|1707|585000
6652|2097|LEON ARBIDE|BAJIO|LEON NORTE 2|50|200|500|500|1501|1601|1687|1323|563000
6652|2209|LEON ARBIDE|BAJIO|LEON NORTE 2|100|200|500|500|1665|1244|1306|1756|585000
6652|2210|LEON ARBIDE|BAJIO|LEON NORTE 2|20|100|200|500|880|768|977|757|510000
6652|2213|LEON ARBIDE|BAJIO|LEON NORTE 2|20|100|200|500|816|697|896|725|510000
6656|0328|LEON SAN SEBASTIAN|BAJIO|LEON NORTE 3|100|200|500|500|523|604|57|891|585000
6656|0339|LEON SAN SEBASTIAN|BAJIO|LEON NORTE 3|100|200|500|500|678|892|6|157|585000
6656|0340|LEON SAN SEBASTIAN|BAJIO|LEON NORTE 3|50|200|500|500|653|1462|10|621|563000
6656|0677|LEON SAN SEBASTIAN|BAJIO|LEON NORTE 3|20|100|200|500|1426|565|654|448|516000
6656|0699|LEON SAN SEBASTIAN|BAJIO|LEON NORTE 3|20|100|200|500|1413|516|640|426|510000
