SK|ATM|Marca|Modelo|Tipo_dispositivo|Tipo_monitor|Estatus_dispositivo|Sistema_Operativo|Denominacion_caseteros|Biometrico|Geolocaliza
6970435|0697|DUTY|NINFUS 1000|EFECTIBANCO|VALIDANDO|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|20.62751  -103.418847
6985888|0698|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|BAJA DEF|WINDOWS 10|100 200 500 500|INSTALADO|19.5876905  -98.5704491
6996656|0699|STRONG|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|21.104929  -101.702042
7006062|0700|STRONG|QUIDDITCH 5000|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|19.03233  -98.315225
7010507|0701|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO BBVA|19.026703  -98.206445
7020507|0702|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|50 100 200 500|INSTALADO BBVA|19.026703  -98.206445
7035971|0703|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|22.301707  -103.561514
7045975|0704|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|BAJA DEF|UNIX|||22.1149001  -103.2677439
7056062|0705|HARD|DESCENDIO22|EFECTIBANCO|BOTONES|BAJA TEMP|WINDOWS 10|200 200 500 500|NO INSTALADO|17.06377  -96.75545
7060017|0706|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|19.435808  -99.188195
7076062|0707|DUTY|STUPIFYN|EFECTIBANCO|VALIDANDO|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|20.5694  -97.450958
7086502|0708|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|20.9511353  -97.4150287
7090435|0709|DUTY|NINFUS 1000|EFECTIBANCO|VALIDANDO|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|20.62751  -103.418847
7100911|0710|STRONG|LEVIOSA 520|EFECTIBANCO||BAJA DEF|UNIX|||21.502254  -104.889645
7116502|0711|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|20.949417  -97.418991
7120542|0712|DUTY|STUPIFY|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|20.5274472  -97.4615125999999
7136711|0713|STRONG|QUIDDITCH 6000|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|16.233833  -93.268572
7146507|0714|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|20.4517633  -97.0839025999999
7156062|0715|BIG|NIMBUS 200|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|20.721264  -103.491683
7166062|0716|BIG|NIMBUS 6000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|50 100 500 0|INSTALADO|20.721264  -103.491683
7176062|0717|STRONG|QUIDDITCH 5000|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|25.477539  -100.978596
7186711|0718|STRONG|QUIDDITCH 6000|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|16.2340069  -93.2698121999999
7191236|0719|DUTY|NINFUS 1000|EFECTIBANCO|TACTIL|BAJA DEF|WINDOWS 10|100 200 200 500|NO INSTALADO|19.927277  -102.876986
7201381|0720|DUTY|NINFUS 1000|EFECTIBANCO|VALIDANDO|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|25.818264  -108.976956
7216062|0721|STRONG|QUIDDITCH 5000|EFECTIBANCO|TACTIL|BAJA DEF|WINDOWS 10|200 200 500 500|INSTALADO|19.588475  -99.182888
7226711|0722|STRONG|QUIDDITCH 6000|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|16.233833  -93.268572
7236517|0723|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|21.191991  -97.742243
7246517|0724|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|20.0910963  -98.7623873999999
7256517|0725|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|21.191991  -97.742243
7261381|0726|DUTY|NINFUS 1000|EFECTIBANCO|VALIDANDO|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|25.818264  -108.976956
7270434|0727|STRONG|QUIDDITCH 6000|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|20.679081  -103.39673
7283711|0728|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|19.5145876  -99.1349928999999
7296532|0729|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|22.213609  -98.375061
7306532|0730|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|22.213609  -98.375061
7310475|0731|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|21.132218  -101.688091
7320484|0732|DUTY|STUPIFY|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|50 200 500 500|NO INSTALADO|21.1465461  -101.6719196
7330556|0733|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|20.062812  -97.05307
7343893|0734|DUTY|NINFUS 1000|EFECTIBANCO|VALIDANDO|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|20.6311925  -103.4332531
7353893|0735|DUTY|NINFUS 1000|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|20.631152  -103.432759
7366532|0736|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|22.213609  -98.375061
7370556|0737|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|20.062812  -97.05307
7380556|0738|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|BAJA DEF|WINDOWS 10|100 200 500 500|INSTALADO|20.0583339  -97.0453433
7390642|0739|DUTY|STUPIFYN|EFECTIBANCO|VALIDANDO|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|27.504734  -109.930503
7406583|0740|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|26.825583  -109.6427
7413711|0741|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|19.514103  -99.135202
7426583|0742|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|26.825583  -109.6427
7436583|0743|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|26.825583  -109.6427
7446583|0744|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|26.8136654  -109.647486899999
7456583|0745|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|26.825583  -109.6427
7463923|0746|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|18.975313  -99.246143
7475050|0747|DUTY|NINFUS 1000|EFECTIBANCO|VALIDANDO|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|22.901267  -109.928345
7486616|0748|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|31.7246122  -106.442515599999
7496062|0749|HARD|DESCENDIO23|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|200 200 500 500|INSTALADO|28.398278  -106.880044
7506616|0750|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|31.722313  -106.443277
7516629|0751|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|31.093018  -107.996126
7520642|0752|DUTY|STUPIFYN|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|27.504734  -109.930503
7530642|0753|DUTY|STUPIFYN|EFECTIBANCO|TACTIL|BAJA DEF|WINDOWS 10|100 200 500 500|INSTALADO|27.504734  -109.930503
7546629|0754|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|31.0938768  -107.9960287
7553711|0755|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|19.514103  -99.135202
7566644|0756|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|18.141354  -94.141549
7571018|0757|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|BAJA DEF|WINDOWS 10|100 200 500 500|INSTALADO|20.69465  -103.29734
7581017|0758|DUTY|STUPIFY|EFECTIBANCO|VALIDANDO|BAJA DEF|WINDOWS 10|100 200 500 500|NO INSTALADO|20.6718088  -103.283521599999
7591463|0759|HARD|DESCENDIO27|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|24.825429  -107.427056
7600648|0760|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|20.806418  -102.756981
7610648|0761|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|20.806418  -102.756981
7626062|0762|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|BAJA DEF|WINDOWS 10|100 200 500 500|NO INSTALADO|21.176472  -86.912699
7636062|0763|STRONG|QUIDDITCH 5000|EFECTIBANCO|TACTIL|BAJA DEF|WINDOWS 10|100 200 500 500|INSTALADO|21.98165  -99.00351
7641021|0764|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|20.691758  -103.3124848
7650114|0765|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|19.258642  -99.626405
7660477|0766|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|21.123588  -101.680872
7676644|0767|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|18.141354  -94.141549
7686062|0768|DUTY|STUPIFY|EFECTIBANCO|VALIDANDO|ACTIVO|WINDOWS 10|50 100 200 500|NO INSTALADO|19.5740647  -99.7558507999999
7696062|0769|DUTY|STUPIFYN|EFECTIBANCO|TACTIL|BAJA DEF|WINDOWS 10|100 200 200 500|NO INSTALADO|NA  -89.6489
7700614|0770|STRONG|QUIDDITCH 6000|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|32.531461  -117.114132
7716644|0771|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|BAJA DEF|WINDOWS 10|100 200 500 500|NO INSTALADO|18.141354  -94.141549
7720614|0772|STRONG|QUIDDITCH 6000|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|32.531461  -117.114132
7736062|0773|STRONG|QUIDDITCH 5000|EFECTIBANCO|TACTIL|BAJA DEF|WINDOWS 10|100 200 500 500|INSTALADO|26.824241  -109.638111
7740614|0774|STRONG|QUIDDITCH 6000|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|32.531461  -117.114132
7750614|0775|STRONG|QUIDDITCH 6000|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|32.531461  -117.114132
7766734|0776|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|19.588893  -102.475019
7775135|0777|DUTY|STUPIFY|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|50 100 200 500|NO INSTALADO|19.363748  -99.263831
7786734|0778|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|19.5931823  -102.4729839
7796062|0779|DUTY|NINFUS 1000|EFECTIBANCO|TACTIL|BAJA DEF|WINDOWS 10|100 200 200 500|NO INSTALADO|32.500352  -116.905513
7801417|0780|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|20.5710053  -103.4554759
7816062|0781|HARD|DESCENDIO22|EFECTIBANCO|TACTIL|BAJA DEF|WINDOWS 10|100 200 500 500|NO INSTALADO|30.639029  -110.955702
7824477|0782|STRONG|QUIDDITCH 6000|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|19.432061  -99.156169
7836062|0783|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|19.4186  -99.1716
7846062|0784|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|BAJA DEF|WINDOWS 10|100 200 500 500|INSTALADO|22.2405836  -97.8409916
7856062|0785|DUTY|STUPIFY|EFECTIBANCO|TACTIL|BAJA DEF|WINDOWS 10|100 200 500 500|NO INSTALADO|22.2766  -97.8415
7866062|0786|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|20.126  -98.7581
7874477|0787|STRONG|QUIDDITCH 6000|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|19.432061  -99.156169
7884477|0788|STRONG|QUIDDITCH 6000|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|22.5222814  -99.3250803999999
7891417|0789|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|20.5710053  -103.4554759
7906741|0790|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|19.8185  -101.792
7916062|0791|STRONG|QUIDDITCH 5000|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|19.501028  -99.157138
7926741|0792|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|19.8185  -101.792
7931164|0793|STRONG|QUIDDITCH 6000|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|21.997967  -99.022086
7946062|0794|STRONG|QUIDDITCH 5000|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|20.3878865  -99.9927979
7956062|0795|DUTY|NINFUS 1000|EFECTIBANCO|VALIDANDO|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|20.058719  -98.775511
7960677|0796|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|31.332047  -109.560519
7976062|0797|DUTY|NINFUS 1000|EFECTIBANCO|VALIDANDO|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|28.6445  -106.065
7985567|0798|HARD|DESCENDIO22|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|17.5373432  -101.2751534
7995567|0799|HARD|DESCENDIO22|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|17.537528  -101.27544
8001164|0800|STRONG|QUIDDITCH 6000|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|21.997967  -99.022086
8016062|0801|BIG|NIMBUS 2000|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|19.4478241  -99.206976
8026062|0802|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|27.85067  -105.495972
8036062|0803|DUTY|STUPIFYN|EFECTIBANCO|TACTIL|BAJA DEF|WINDOWS 10|100 200 500 500|NO INSTALADO|20.68835  -103.426765
8046741|0804|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|BAJA DEF|WINDOWS 10|100 200 500 500|INSTALADO|19.8185  -101.792
8056754|0805|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|20.007218  -102.458729
8066754|0806|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|20.007218  -102.458729
8076776|0807|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|19.6474  -102.050189
8083762|0808|DUTY|STUPIFY|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|19.3670774  -99.1659707999999
8090083|0809|DUTY|STUPIFY|EFECTIBANCO|VALIDANDO|ACTIVO|WINDOWS 10|50 200 200 500|INSTALADO BBVA|19.431406  -99.182878
8106776|0810|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|19.6474  -102.050189
8116776|0811|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|19.6474  -102.050189
8121058|0812|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|20.684147  -103.368725
8135050|0813|DUTY|NINFUS 1000|EFECTIBANCO|VALIDANDO|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|22.901267  -109.928345
8140124|0814|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO BBVA|18.9083866  -99.1693156
8155050|0815|DUTY|NINFUS 1000|EFECTIBANCO|VALIDANDO|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|22.901267  -109.928345
8160870|0816|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|27.480934  -99.551142
8176798|0817|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|26.419601  -108.620811
8186798|0818|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|26.419627  -108.620740299999
8196062|0819|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|19.521112  -96.884121
8206821|0820|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|20.287316  -100.757047
8215227|0821|DUTY|NINBUS 2000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|NO INSTALADO|20.487286  -100.803333
8220477|0822|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|21.123588  -101.680872
8236821|0823|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|20.287316  -100.757047
8240124|0824|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO BBVA|18.9083866  -99.1693156
8256062|0825|STRONG|QUIDDITCH 5000|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|19.427178  -99.116309
8263555|0826|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|50 100 200 500|INSTALADO BBVA|19.368062  -99.156391
8270677|0827|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|31.332047  -109.560519
8280705|0828|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|25.845354  -97.5075924
8290474|0829|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO BBVA|21.118772  -101.663493
8300474|0830|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|50 200 500 500|INSTALADO BBVA|21.118772  -101.663493
8313893|0831|DUTY|NINFUS 1000|EFECTIBANCO|VALIDANDO|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|20.631152  -103.432759
8320124|0832|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO BBVA|18.914936  -99.165433
8333441|0833|DUTY|STUPIFY|EFECTIBANCO|VALIDANDO|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|19.513562  -98.881221
8343441|0834|DUTY|STUPIFY|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|19.513562  -98.881221
8356062|0835|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|BAJA DEF|WINDOWS 10|100 200 500 500|NO INSTALADO|19.4113  -99.1554
8361129|0836|STRONG|QUIDDITCH 6000|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|24.002362  -104.652469
8370705|0837|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|25.849913  -97.505045
8380065|0838|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 200 500|INSTALADO BBVA|19.4282267  -99.1294019
8396062|0839|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|18.5184  -88.318
8400705|0840|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|25.849913  -97.505045
8410726|0841|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|21.172199  -86.826857
8421129|0842|STRONG|QUIDDITCH 6000|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|24.002362  -104.652469
8436558|0843|STRONG|QUIDDITCH 6000|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|19.567309  -99.766385
8446062|0844|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|18.6445  -91.8207
8450083|0845|DUTY|STUPIFY|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 200 500|NO INSTALADO|19.431406  -99.182878
8466062|0846|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|25.3557  -101.024
8471463|0847|HARD|DESCENDIO27|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|24.825429  -107.427056
8480726|0848|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|21.1862643  -86.8074262999999
8491463|0849|HARD|DESCENDIO84|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|24.825429  -107.427056
8506062|0850|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|18.29959  -98.602972
8513555|0851|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 200 500|INSTALADO BBVA|19.368062  -99.156391
8521036|0852|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|20.742353  -103.409638
8531036|0853|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|20.742353  -103.409638
8541036|0854|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|20.7423427  -103.409774599999
8551083|0855|HARD|DESCENDIO27|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|20.72682  -103.367351
8561083|0856|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|BAJA DEF|WINDOWS 10|100 200 500 500|NO INSTALADO|20.72682  -103.367351
8570738|0857|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|19.04859  -98.248509
8583441|0858|DUTY|STUPIFY|EFECTIBANCO|VALIDANDO|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|19.5139031  -98.8820468999999
8591086|0859|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|20.731248  -103.408458
8601086|0860|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|20.731248  -103.408458
8610477|0861|DUTY|NINBUS 800|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|21.123588  -101.680872
8625212|0862|STRONG|QUIDDITCH 6000|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|20.475215  -103.448786
8635212|0863|STRONG|QUIDDITCH 6000|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|20.475215  -103.448786
8646062|0864|HARD|DESCENDIO23|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|INSTALADO|20.965724  -89.62204
8655297|0865|DUTY|NINFUS 1000|EFECTIBANCO|TACTIL|ACTIVO|WINDOWS 10|100 200 500 500|NO INSTALADO|21.47434  -104.858612
8661417|0866|BIG|NIMBUS 6000|ALLINONE|TACTIL|ACTIVO|WINDOWS 10|20 100 200 500|INSTALADO|20.5710053  -103.4554759
8670738|0867|STRONG|LEVIOSA 522|EFECTIBANCO|BOTONES|BAJA DEF|WINDOWS 10|100 200 500 500|INSTALADO|19.04859  -98.248509
